0.1000 0.2300 1.0000 -1.371949198659973e+00 -8.862881132488540e-01 -8.279658998898554e-01 1.098597861884023e+01 3.831608876556280e-01
0.1000 0.2400 1.0000 -1.366117794010980e+00 -8.907388812838016e-01 -8.247821661186466e-01 1.094524394613725e+01 3.831608876556280e-01
0.1000 0.2500 1.0000 -1.360363055997868e+00 -8.951575621808728e-01 -8.216305307456488e-01 1.090487675003202e+01 3.831608876556280e-01
0.1000 0.2600 1.0000 -1.354683873115852e+00 -8.995451199565078e-01 -8.185106767656217e-01 1.086487564731211e+01 3.831608876556280e-01
0.1000 0.2700 1.0000 -1.349079113967244e+00 -9.039024643121576e-01 -8.154222728726570e-01 1.082523888183888e+01 3.831608876556280e-01
0.1000 0.2800 1.0000 -1.343547638314428e+00 -9.082304522102932e-01 -8.123649765103534e-01 1.078596438438381e+01 3.831608876556280e-01
0.1000 0.2900 1.0000 -1.338088301807551e+00 -9.125298919009410e-01 -8.093384360870990e-01 1.074704981533284e+01 3.831608876556280e-01
0.1000 0.3000 1.0000 -1.332699959695933e+00 -9.168015467299440e-01 -8.063422928727891e-01 1.070849260154891e+01 3.831608876556280e-01
0.1000 0.3100 1.0000 -1.327381469630791e+00 -9.210461387784452e-01 -8.033761826214387e-01 1.067028996825831e+01 3.831608876556280e-01
0.1000 0.3200 1.0000 -1.322131694393510e+00 -9.252643519588960e-01 -8.004397370127123e-01 1.063243896776958e+01 3.831608876556280e-01
0.1000 0.3300 1.0000 -1.316949503896160e+00 -9.294568350003451e-01 -7.975325848837406e-01 1.059493650436364e+01 3.831608876556280e-01
0.1000 0.3400 1.0000 -1.311833777095957e+00 -9.336242040290736e-01 -7.946543533204395e-01 1.055777935668227e+01 3.831608876556280e-01
0.1000 0.3500 1.0000 -1.306783403427419e+00 -9.377670450203256e-01 -7.918046685950957e-01 1.052096419730437e+01 3.831608876556280e-01
0.1000 0.3600 1.0000 -1.301797284277659e+00 -9.418859158699754e-01 -7.889831570031202e-01 1.048448761049293e+01 3.831608876556280e-01
0.1000 0.3700 1.0000 -1.296874333934949e+00 -9.459813484519000e-01 -7.861894455705031e-01 1.044834610754741e+01 3.831608876556280e-01
0.1000 0.3800 1.0000 -1.292013480613166e+00 -9.500538503524604e-01 -7.834231626860902e-01 1.041253614076468e+01 3.831608876556280e-01
0.1000 0.3900 1.0000 -1.287213667105448e+00 -9.541039065706286e-01 -7.806839386368724e-01 1.037705411559062e+01 3.831608876556280e-01
0.1000 0.4000 1.0000 -1.282473851469714e+00 -9.581319809782248e-01 -7.779714060825299e-01 1.034189640161917e+01 3.831608876556280e-01
0.1000 0.4100 1.0000 -1.277793007500630e+00 -9.621385177070824e-01 -7.752852004597224e-01 1.030705934226066e+01 3.831608876556280e-01
0.1000 0.4200 1.0000 -1.273170125107796e+00 -9.661239424153202e-01 -7.726249603308725e-01 1.027253926334594e+01 3.831608876556280e-01
0.1000 0.4300 1.0000 -1.268604210616166e+00 -9.700886634419696e-01 -7.699903276841105e-01 1.023833248078356e+01 3.831608876556280e-01
0.1000 0.4400 1.0000 -1.264094287003065e+00 -9.740330728578744e-01 -7.673809481901902e-01 1.020443530737176e+01 3.831608876556280e-01
0.1000 0.4500 1.0000 -1.259639393938481e+00 -9.779575475091976e-01 -7.647964714128095e-01 1.017084405871898e+01 3.831608876556280e-01
0.1000 0.4600 1.0000 -1.255238588011247e+00 -9.818624498345196e-01 -7.622365509995863e-01 1.013755505872169e+01 3.831608876556280e-01
